id,post,user
4251,5426,21620
4252,8374,14800
4253,21241,6727
4254,23397,6064
4255,887,2743
4256,9045,17459
4257,9142,22305
4258,5646,10267
4259,28174,3572
4260,7449,12235
4261,6804,23691
4262,8868,252
4263,432,16577
4264,29480,24883
4265,14955,23875
4266,5780,77
4267,29240,19242
4268,36063,23925
4269,15483,14275
4270,39581,8111
4271,38356,23155
4272,27886,11566
4273,4948,13854
4274,16497,469
4275,4774,3430
4276,35872,13608
4277,34419,12639
4278,25452,15860
4279,4304,14465
4280,18525,3256
4281,34809,22862
4282,5,6355
4283,36935,12866
4284,9933,332
4285,33512,18035
4286,18384,4578
4287,31592,19829
4288,19944,17622
4289,19498,23867
4290,11405,12680
4291,15216,22183
4292,7247,5031
4293,7886,704
4294,34086,14710
4295,35552,24772
4296,24227,934
4297,34659,3554
4298,3572,20385
4299,37179,10154
4300,16435,4541
4301,38290,12460
4302,4823,8135
4303,24570,24886
4304,21074,12321
4305,32106,9385
4306,38804,12736
4307,38712,20028
4308,15094,16653
4309,36440,19886
4310,19471,12165
4311,25657,10994
4312,11866,8873
4313,5453,14271
4314,24084,3957
4315,30255,131
4316,12503,3150
4317,2302,19306
4318,29202,23273
4319,1598,22617
4320,17747,15764
4321,27840,7211
4322,1986,3257
4323,694,10373
4324,16700,3120
4325,22068,4444
4326,34326,16654
4327,8787,7049
4328,18557,23348
4329,24146,24283
4330,29417,16916
4331,16840,1883
4332,14376,10286
4333,10593,23745
4334,11898,19365
4335,7024,21215
4336,39747,17307
4337,24367,13749
4338,1891,3993
4339,6007,17867
4340,22238,21087
4341,14506,22091
4342,5385,7392
4343,19203,13767
4344,29230,2728
4345,33785,15005
4346,890,24343
4347,24091,20906
4348,31777,15900
4349,12399,12869
4350,37493,24330
4351,35453,16757
4352,3287,16662
4353,23890,17627
4354,30799,7843
4355,10618,16225
4356,16218,18181
4357,11677,21341
4358,176,11477
4359,19834,12643
4360,5385,430
4361,39208,24642
4362,33561,4310
4363,35799,19772
4364,32524,12349
4365,15331,9564
4366,4438,9397
4367,7771,5965
4368,28418,4869
4369,19483,1738
4370,2048,11027
4371,17721,11042
4372,38557,19169
4373,24948,22754
4374,6208,15550
4375,2402,13998
4376,11118,2492
4377,4947,671
4378,26320,10537
4379,18805,20716
4380,19462,14768
4381,5256,11454
4382,20418,6960
4383,14847,8141
4384,38804,8770
4385,26045,12328
4386,9106,3872
4387,12572,14321
4388,16558,20484
4389,34433,489
4390,31066,23280
4391,20349,3754
4392,19547,24806
4393,12939,9926
4394,10578,19859
4395,27127,5680
4396,32619,4360
4397,11823,15424
4398,3745,2052
4399,15488,21775
4400,4136,3090
4401,18546,7308
4402,20400,10791
4403,37451,487
4404,21904,7158
4405,8956,30
4406,1127,13779
4407,191,13567
4408,12752,6974
4409,9036,15411
4410,12926,15942
4411,19240,82
4412,28150,13863
4413,39979,24473
4414,10822,8977
4415,36914,6228
4416,11502,11865
4417,29130,8536
4418,6569,1114
4419,8961,4592
4420,9531,423
4421,12289,15701
4422,37450,4406
4423,23851,2022
4424,14261,21658
4425,37611,23518
4426,7553,4335
4427,31114,11605
4428,1939,23418
4429,6599,21728
4430,6760,21266
4431,24888,23394
4432,32669,7462
4433,8857,1283
4434,6655,24894
4435,14802,3077
4436,31095,2888
4437,4517,12963
4438,17188,12281
4439,20175,15528
4440,33960,12492
4441,17126,9658
4442,33922,24035
4443,31068,19996
4444,23559,17561
4445,31955,11644
4446,28134,17571
4447,20969,21996
4448,37976,5624
4449,33207,17445
4450,2124,10426
4451,22116,725
4452,13039,4682
4453,14176,9097
4454,29328,4657
4455,4025,17709
4456,37571,12896
4457,9801,21149
4458,11995,24091
4459,12929,23123
4460,26517,15600
4461,28538,16159
4462,30640,10224
4463,14805,23743
4464,7963,18546
4465,28397,24159
4466,10264,7994
4467,3010,5342
4468,29943,22829
4469,21293,15273
4470,8289,646
4471,20728,3182
4472,14457,11596
4473,24886,18893
4474,34242,1303
4475,11183,1321
4476,13613,22509
4477,30135,24558
4478,35029,6409
4479,22730,4605
4480,32802,8303
4481,14741,17994
4482,1710,4949
4483,23143,9455
4484,13339,10103
4485,36994,13616
4486,32735,24517
4487,37444,6361
4488,37382,22485
4489,1805,3380
4490,23450,22451
4491,32498,24350
4492,5558,9228
4493,4564,5671
4494,489,8834
4495,3744,7230
4496,8049,18492
4497,36214,3698
4498,33367,13403
4499,37615,20126
4500,27322,1046
4501,8188,6436
4502,19023,22787
4503,20237,15120
4504,27177,23780
4505,18797,9449
4506,6136,2238
4507,2693,21270
4508,18691,9479
4509,25764,20274
4510,39522,2677
4511,20276,14824
4512,9618,21869
4513,22494,3398
4514,6314,4601
4515,13467,1423
4516,14170,16554
4517,5068,1627
4518,11487,5288
4519,15694,8213
4520,33313,16184
4521,3831,4956
4522,14128,24349
4523,24863,12404
4524,20059,15826
4525,39419,4590
4526,26085,1028
4527,20487,16851
4528,14738,24426
4529,3362,4755
4530,14931,15132
4531,9961,14341
4532,3085,16447
4533,27206,20514
4534,2105,22214
4535,29962,17247
4536,32776,320
4537,29651,24560
4538,6864,3280
4539,33848,711
4540,18606,20552
4541,7255,12536
4542,1874,152
4543,16684,11267
4544,20435,23454
4545,15912,2069
4546,35248,23917
4547,18437,22239
4548,33151,7751
4549,3002,9734
4550,18105,1515
4551,102,14058
4552,4224,16913
4553,16997,16598
4554,121,12436
4555,9276,1994
4556,2475,23918
4557,28948,9490
4558,17857,22360
4559,36682,21384
4560,28393,482
4561,14271,14972
4562,1823,1012
4563,35782,8378
4564,34803,8589
4565,36878,2377
4566,10177,12826
4567,36153,11115
4568,11854,10601
4569,31772,8401
4570,17177,16980
4571,16065,14554
4572,38439,3385
4573,6646,11972
4574,34313,6121
4575,15285,2324
4576,7445,24480
4577,12290,24868
4578,34952,8758
4579,23970,3869
4580,68,19966
4581,17896,20277
4582,31402,6047
4583,13137,7892
4584,9172,12471
4585,19675,24875
4586,30330,14237
4587,32746,4224
4588,30659,9362
4589,5405,20090
4590,35352,14885
4591,33176,7975
4592,6795,8489
4593,39837,12266
4594,34123,1132
4595,14138,2028
4596,27894,15880
4597,36708,76
4598,16820,12881
4599,16343,22992
4600,27047,2277
4601,17710,9239
4602,21626,23564
4603,31830,5164
4604,9779,7290
4605,10256,20721
4606,30103,12679
4607,15318,1638
4608,36594,23194
4609,17804,24195
4610,30456,14797
4611,23024,586
4612,14151,12429
4613,3460,21233
4614,7752,16874
4615,36242,9663
4616,27203,19895
4617,27108,22787
4618,24810,1530
4619,3085,8690
4620,4389,14952
4621,38088,14396
4622,20266,13720
4623,26364,23953
4624,26865,6384
4625,34471,13203
4626,20185,20076
4627,30762,3661
4628,21277,4364
4629,35388,6675
4630,27845,20978
4631,14706,940
4632,19465,5769
4633,6954,5352
4634,30762,12859
4635,33063,13689
4636,39282,3438
4637,10089,22699
4638,26929,2095
4639,7482,8523
4640,35559,9726
4641,25912,19437
4642,25004,23730
4643,30865,8702
4644,6743,9689
4645,35067,24756
4646,5874,14439
4647,39186,9390
4648,19322,4310
4649,10897,2148
4650,39838,18723
4651,27986,13480
4652,10840,17412
4653,27609,15197
4654,1850,22779
4655,21318,21922
4656,24836,12063
4657,34257,4394
4658,39183,472
4659,33608,12976
4660,39148,1362
4661,15229,17077
4662,32886,17645
4663,32026,14221
4664,6986,11029
4665,35977,23618
4666,4569,10254
4667,30119,6998
4668,12817,436
4669,35205,18978
4670,24273,19595
4671,35858,7435
4672,15009,6639
4673,16678,10532
4674,36171,2451
4675,15690,20914
4676,37931,1628
4677,6674,16928
4678,34491,18612
4679,23737,9665
4680,13706,12956
4681,39674,13904
4682,24322,20663
4683,34994,12514
4684,13530,4182
4685,34015,22541
4686,22574,7608
4687,21171,9235
4688,4388,8956
4689,14199,18478
4690,4867,6561
4691,30106,8080
4692,8127,14795
4693,7683,5027
4694,7923,15847
4695,8875,5946
4696,39159,4748
4697,19136,16622
4698,7585,16478
4699,3731,6577
4700,22369,10216
4701,31030,3700
4702,20804,123
4703,29583,12681
4704,4388,24948
4705,12878,5508
4706,2948,3088
4707,38409,11340
4708,30974,15508
4709,23065,8076
4710,30372,8077
4711,10457,16894
4712,34700,3174
4713,24426,1930
4714,689,9724
4715,24821,8792
4716,27556,18699
4717,2732,12660
4718,9961,11624
4719,32807,13204
4720,31467,23835
4721,19878,6275
4722,11585,11239
4723,22677,2287
4724,38162,12295
4725,10848,2079
4726,21923,23613
4727,19,15334
4728,18996,18340
4729,7664,21967
4730,27991,1833
4731,3128,14744
4732,19537,22095
4733,409,7836
4734,27826,16479
4735,31393,8897
4736,28160,23946
4737,14516,15874
4738,11192,3573
4739,19980,11727
4740,21244,5959
4741,31569,22971
4742,27409,15681
4743,12120,1357
4744,16271,17704
4745,8440,19691
4746,33527,21004
4747,30071,20515
4748,4031,24611
4749,23676,22695
4750,573,23859
4751,13247,8162
4752,37427,2584
4753,33286,18006
4754,17646,10372
4755,17923,20016
4756,35108,3061
4757,23150,12631
4758,36507,1498
4759,35914,7036
4760,5156,17560
4761,24394,22792
4762,16269,9178
4763,26087,19056
4764,31596,9918
4765,23780,13509
4766,34042,11008
4767,13825,14732
4768,8897,9608
4769,23264,494
4770,11153,15988
4771,32731,11802
4772,3401,22376
4773,15299,7544
4774,8370,367
4775,5516,18200
4776,3861,16972
4777,20781,11558
4778,32810,14305
4779,38793,10567
4780,35926,24103
4781,4671,242
4782,31130,14746
4783,19460,23537
4784,14250,7381
4785,1367,24991
4786,37066,16582
4787,22720,12930
4788,5362,13023
4789,16871,24116
4790,14220,24395
4791,38732,11410
4792,10784,12366
4793,12340,22869
4794,11656,5823
4795,12768,1800
4796,3699,345
4797,11286,22391
4798,36153,14348
4799,34296,15109
4800,31026,8806
4801,28616,1128
4802,18987,12614
4803,36201,7072
4804,15632,3448
4805,30592,15999
4806,27012,523
4807,39491,17867
4808,1064,6035
4809,33623,3020
4810,28626,3703
4811,16343,23338
4812,915,10131
4813,8820,10459
4814,20228,3834
4815,39964,1306
4816,10927,21847
4817,29300,16092
4818,15128,24347
4819,10690,22649
4820,32429,15493
4821,10033,1903
4822,35426,10102
4823,22749,15483
4824,20810,23372
4825,23390,1613
4826,39810,2684
4827,15906,23700
4828,1646,17159
4829,28088,18314
4830,16173,14283
4831,33142,12500
4832,1838,13325
4833,22588,22376
4834,29473,7041
4835,7536,19635
4836,18443,19981
4837,34676,12400
4838,5045,24867
4839,38733,5798
4840,22145,14372
4841,23432,24990
4842,25237,24791
4843,30658,20263
4844,3201,15350
4845,5900,6886
4846,33144,21004
4847,33023,20427
4848,26198,2206
4849,30273,21232
4850,3616,20335
4851,16153,9310
4852,4749,17574
4853,32469,24461
4854,36076,19447
4855,19680,13234
4856,35328,24224
4857,9635,19693
4858,21968,24548
4859,24578,4696
4860,22669,13540
4861,30152,12705
4862,6436,12403
4863,12405,22950
4864,35729,1134
4865,39217,2528
4866,14067,20257
4867,25657,13112
4868,9108,9073
4869,10842,23891
4870,20357,8595
4871,30849,10840
4872,22057,20761
4873,3381,19694
4874,14265,11698
4875,39968,901
4876,39902,2651
4877,39051,2810
4878,27759,21197
4879,7585,22965
4880,14107,23124
4881,11121,9183
4882,34776,22394
4883,15030,3655
4884,22809,13569
4885,4294,8610
4886,14872,17022
4887,32979,12733
4888,14020,24035
4889,21694,8500
4890,1652,19080
4891,25927,623
4892,22767,5585
4893,26567,9991
4894,22338,12600
4895,14386,7860
4896,34229,20336
4897,22707,4366
4898,27120,11350
4899,5337,5428
4900,8126,6162
4901,24758,23513
4902,20615,12955
4903,17605,4447
4904,819,10746
4905,323,17967
4906,35623,20260
4907,13725,18493
4908,31728,24157
4909,26408,24652
4910,30440,8469
4911,33179,22247
4912,38624,1214
4913,34307,8509
4914,12612,3041
4915,10701,2402
4916,37834,9599
4917,33837,15366
4918,12682,22784
4919,22877,20309
4920,29659,9837
4921,22397,24701
4922,31174,16491
4923,20350,461
4924,38276,21076
4925,23068,23729
4926,17638,6490
4927,2199,17383
4928,8055,232
4929,33877,24462
4930,24592,8921
4931,28019,14981
4932,12854,24639
4933,27761,24290
4934,29108,16362
4935,27602,6209
4936,7931,7114
4937,22891,12384
4938,4023,10248
4939,15627,2933
4940,30040,22077
4941,17342,24085
4942,428,18248
4943,28233,24347
4944,18291,4733
4945,7804,2899
4946,29103,15062
4947,28544,13637
4948,861,2851
4949,3709,10176
4950,9811,2595
4951,6246,19936
4952,37140,9459
4953,19567,22008
4954,21990,18747
4955,32455,13040
4956,29450,19673
4957,30530,9403
4958,7963,13989
4959,20479,21413
4960,2869,9846
4961,15282,22420
4962,34683,5782
4963,17846,20233
4964,16404,6569
4965,11644,6513
4966,37229,4025
4967,30089,24437
4968,13680,21469
4969,16610,7828
4970,28082,5763
4971,17089,14450
4972,22308,13467
4973,30570,935
4974,25842,21703
4975,33714,12760
4976,12560,14385
4977,36150,2033
4978,34022,9231
4979,8821,11217
4980,34777,20435
4981,22519,9549
4982,23138,9428
4983,22353,24494
4984,2503,22196
4985,31259,23759
4986,4952,18802
4987,23254,2645
4988,23639,21302
4989,18524,13360
4990,35461,14156
4991,36625,18157
4992,5519,6705
4993,14286,3978
4994,28723,6993
4995,29452,8878
4996,20669,1972
4997,28374,10658
4998,17672,23106
4999,8363,10592
5000,34946,13520
5001,28584,11746
5002,39936,10244
5003,4661,5069
5004,21086,19235
5005,32863,17970
5006,33500,21074
5007,36539,12442
5008,30836,8550
5009,1206,15770
5010,20224,19591
5011,32015,24301
5012,3255,10472
5013,39146,2620
5014,5036,18328
5015,27656,20412
5016,28702,20687
5017,13407,7310
5018,12108,8908
5019,976,22677
5020,26390,23313
5021,22285,11256
5022,14764,6105
5023,13255,24953
5024,1818,7939
5025,10123,3476
5026,17660,16731
5027,4726,14525
5028,8705,6855
5029,33334,6720
5030,18417,1653
5031,15299,16668
5032,18335,20525
5033,17151,23176
5034,958,17996
5035,16224,21254
5036,20271,1676
5037,29529,24306
5038,37917,19717
5039,39015,24032
5040,9419,13853
5041,35165,1215
5042,7262,15440
5043,4604,1090
5044,16453,15955
5045,18370,6035
5046,2901,20513
5047,31620,2249
5048,321,15192
5049,31881,23158
5050,36730,8047
5051,34525,7245
5052,28902,9230
5053,28754,788
5054,9212,18089
5055,3838,20772
5056,38854,13262
5057,29649,24623
5058,16714,2481
5059,13543,1310
5060,34352,17590
5061,7540,19299
5062,32663,16970
5063,27672,20686
5064,9571,3916
5065,30044,8341
5066,28247,8931
5067,20564,13634
5068,22486,10668
5069,18511,5076
5070,29004,16518
5071,12317,24208
5072,25626,7727
5073,37870,22970
5074,6551,533
5075,30835,11466
5076,38565,20615
5077,20586,16861
5078,1348,10831
5079,36055,246
5080,12438,18678
5081,25670,19206
5082,4232,3641
5083,26550,4559
5084,4296,24038
5085,26182,22422
5086,27613,12220
5087,5601,2707
5088,27120,9555
5089,30487,9197
5090,29192,5278
5091,18481,20643
5092,24744,7240
5093,32781,11360
5094,19937,3867
5095,29118,8499
5096,22415,5352
5097,1418,13751
5098,17002,4801
5099,2243,16881
5100,12716,12727
5101,3826,14363
5102,22347,11862
5103,14896,10306
5104,9925,5559
5105,6694,7789
5106,6081,15561
5107,743,18822
5108,8227,8858
5109,29495,22932
5110,38970,23134
5111,12354,2532
5112,36222,11896
5113,8466,5171
5114,39765,3411
5115,14227,8590
5116,19027,22739
5117,18677,24681
5118,16718,21395
5119,22948,19777
5120,37254,13481
5121,3260,12629
5122,35746,19702
5123,7009,17597
5124,12580,12590
5125,31801,2072
5126,22205,11619
5127,17153,15845
5128,636,24613
5129,34811,738
5130,19881,24047
5131,17937,24449
5132,19810,7546
5133,35064,11307
5134,35920,13013
5135,38071,3569
5136,7076,20191
5137,972,16031
5138,14639,322
5139,11709,24296
5140,17241,20683
5141,20435,5787
5142,8966,13446
5143,6618,21499
5144,18843,21760
5145,4314,3009
5146,38851,13912
5147,9184,9308
5148,36196,15220
5149,19121,4534
5150,29135,11491
5151,23238,14149
5152,13095,17166
5153,30000,7249
5154,2577,16243
5155,19700,7137
5156,11172,19098
5157,33696,17390
5158,4909,13309
5159,19635,5915
5160,21742,14250
5161,13004,3124
5162,683,10927
5163,2960,5335
5164,38038,12681
5165,24329,3429
5166,39895,18222
5167,12908,13228
5168,10416,24446
5169,13648,4203
5170,39853,11089
5171,6077,745
5172,17975,11446
5173,34122,7426
5174,33235,10595
5175,13643,9167
5176,14501,18900
5177,29515,12120
5178,31981,18392
5179,37639,8744
5180,17688,19245
5181,1809,4489
5182,34647,23751
5183,1044,3166
5184,15142,14470
5185,35600,12204
5186,34215,15242
5187,8333,20832
5188,11592,21491
5189,32113,3157
5190,14355,9900
5191,7586,17237
5192,9207,16560
5193,18704,16234
5194,5132,10107
5195,28813,8306
5196,2903,18624
5197,22647,19888
5198,33007,24210
5199,26880,18187
5200,38480,697
5201,5187,8071
5202,24132,14123
5203,6926,16189
5204,18593,1694
5205,33668,12614
5206,21039,14425
5207,10831,20260
5208,30755,2851
5209,36723,20931
5210,32131,17
5211,35697,1825
5212,12368,22397
5213,30036,23546
5214,25665,9033
5215,6641,16493
5216,2490,18240
5217,3207,20273
5218,26979,7517
5219,37749,6956
5220,38032,10975
5221,29410,3269
5222,6346,9064
5223,21463,12919
5224,9615,17996
5225,15485,5692
5226,10417,22120
5227,4913,21598
5228,20248,21877
5229,910,1121
5230,37591,9552
5231,10604,24214
5232,15423,16470
5233,29890,13598
5234,14590,21069
5235,28862,12991
5236,1981,843
5237,38734,24712
5238,15375,23747
5239,32352,24469
5240,20241,18826
5241,6078,18141
5242,25324,22618
5243,16604,3443
5244,4611,8515
5245,12583,17611
5246,7605,9758
5247,38269,23634
5248,19964,18921
5249,20998,2400
5250,16477,13178
5251,30900,5320
5252,27522,8430
5253,14637,5489
5254,35505,5212
5255,5759,9980
5256,15365,5423
5257,8506,23170
5258,10741,3517
5259,14853,2844
5260,20065,17463
5261,21211,23622
5262,16132,2086
5263,23438,10898
5264,6097,3680
5265,39146,6490
5266,4207,12260
5267,10475,13825
5268,10882,23891
5269,31549,24246
5270,10193,22984
5271,18963,3615
5272,39866,10869
5273,14713,9269
5274,4875,20060
5275,28810,475
5276,14575,11067
5277,26495,19942
5278,14013,2184
5279,12864,3190
5280,6160,24573
5281,621,16109
5282,6939,16482
5283,11927,10685
5284,30099,1714
5285,6785,23145
5286,9632,6964
5287,7203,2749
5288,26928,17599
5289,4618,19482
5290,14263,5831
5291,2729,11866
5292,23360,12579
5293,16875,782
5294,29178,6387
5295,5031,12833
5296,38871,3686
5297,5015,4591
5298,29383,23752
5299,32161,1201
5300,8813,14193
5301,7384,11216
5302,5855,14946
5303,8759,17711
5304,9269,4101
5305,22958,10263
5306,24841,5507
5307,7366,8516
5308,27064,11562
5309,30096,23155
5310,15520,1027
5311,14160,6349
5312,24193,17949
5313,1036,4516
5314,3586,5206
5315,7084,15971
5316,16044,41
5317,17795,24317
5318,38522,1146
5319,31035,20328
5320,28447,5876
5321,37381,14976
5322,25324,5019
5323,10998,23918
5324,19264,24983
5325,17175,7487
5326,38365,6302
5327,30800,1167
5328,25915,1564
5329,25470,585
5330,18020,11182
5331,32084,2059
5332,24620,1135
5333,13987,10771
5334,21649,19774
5335,31138,3844
5336,266,23208
5337,27953,14197
5338,31216,11694
5339,21784,8280
5340,37013,3981
5341,23568,17019
5342,27887,17983
5343,6272,9419
5344,23683,264
5345,14356,16384
5346,8994,14214
5347,15323,13124
5348,8519,23536
5349,13525,20532
5350,26472,13705
5351,33686,14771
5352,7132,23066
5353,38194,13017
5354,8046,44
5355,30375,10505
5356,1661,9245
5357,33130,16493
5358,38350,10978
5359,2440,10076
5360,6589,16977
5361,1983,2728
5362,39770,24718
5363,28669,8681
5364,17003,7362
5365,16891,8557
5366,32081,20837
5367,2585,16216
5368,18922,14911
5369,24381,21391
5370,22886,9836
5371,9962,13005
5372,30383,3867
5373,8075,7581
5374,28030,1381
5375,24954,13075
5376,11719,24070
5377,10901,21722
5378,39609,15644
5379,512,10463
5380,8749,2173
5381,9037,19597
5382,24402,9658
5383,10494,12533
5384,5287,13809
5385,19330,7633
5386,17416,996
5387,22043,19921
5388,31231,9060
5389,6189,11216
5390,32721,12747
5391,25894,12394
5392,24742,1234
5393,38442,17882
5394,35785,5153
5395,23151,15909
5396,30260,19825
5397,11336,7948
5398,22926,21419
5399,12648,13587
5400,33459,29
5401,8866,127
5402,15295,4692
5403,7952,7223
5404,25802,18846
5405,38397,8892
5406,5845,9486
5407,4536,16288
5408,12797,23440
5409,17623,7248
5410,13985,12437
5411,13083,6487
5412,3079,12208
5413,17893,9640
5414,36627,22543
5415,17222,7878
5416,28640,17521
5417,20062,14580
5418,35796,4273
5419,5261,22227
5420,31218,23399
5421,17755,13029
5422,36725,3452
5423,6939,4914
5424,21343,3481
5425,4865,8333
5426,20440,709
5427,14805,3998
5428,15779,22139
5429,9229,24000
5430,16203,20694
5431,10958,12979
5432,35737,844
5433,11363,14038
5434,2837,23016
5435,20871,20581
5436,37657,18176
5437,8849,20550
5438,39379,2429
5439,35244,2165
5440,13318,6606
5441,25510,6814
5442,30890,148
5443,35764,20616
5444,25211,24194
5445,21333,7293
5446,19681,11420
5447,21890,1997
5448,2612,14970
5449,7576,11260
5450,25042,21738
5451,33405,9848
5452,23252,14801
5453,1195,12137
5454,6476,20918
5455,34648,17999
5456,21072,21747
5457,5754,18527
5458,22520,12494
5459,29519,14575
5460,36811,2096
5461,7698,20864
5462,29843,12720
5463,36013,17369
5464,38827,9330
5465,30311,19951
5466,36311,14161
5467,15140,18789
5468,7706,6108
5469,18408,1884
5470,32115,11815
5471,8745,4569
5472,13360,14290
5473,34851,9525
5474,12834,14465
5475,4357,2329
5476,32301,13300
5477,275,23130
5478,3657,9877
5479,2230,19496
5480,1851,17857
5481,19351,17099
5482,17556,5404
5483,18158,11508
5484,7906,1419
5485,9176,23847
5486,14115,6442
5487,23149,535
5488,15228,8774
5489,19052,1625
5490,8977,1974
5491,21172,19736
5492,31820,8824
5493,3039,1655
5494,38749,4375
5495,19644,24494
5496,7989,6420
5497,28257,5019
5498,22151,6901
5499,32702,17967
5500,17587,11583
5501,11654,10905
5502,30963,9362
5503,34255,5770
5504,16110,19004
5505,39512,22052
5506,1731,23602
5507,25542,24142
5508,8247,22517
5509,21397,15602
5510,18034,22278
5511,23438,21933
5512,29891,18988
5513,17304,6633
5514,36673,17071
5515,31457,16443
5516,24178,16180
5517,33033,6716
5518,6674,13630
5519,2478,21407
5520,8187,6478
5521,32183,21931
5522,19035,20656
5523,7909,9130
5524,34261,6631
5525,3407,12636
5526,37991,6813
5527,32243,5319
5528,29350,20740
5529,26345,7617
5530,2634,13318
5531,18889,23461
5532,12580,1862
5533,16251,19642
5534,34264,23921
5535,2046,4749
5536,27753,5855
5537,34287,5278
5538,20321,14341
5539,26534,11895
5540,7792,5837
5541,35693,7441
5542,34518,12030
5543,30614,9356
5544,22119,21710
5545,21080,6440
5546,33255,371
5547,21324,14939
5548,18055,7220
5549,6276,15271
5550,25353,16471
5551,34122,12982
5552,31460,13189
5553,24480,22160
5554,32131,22329
5555,19166,14888
5556,38381,16533
5557,5219,24025
5558,36191,15850
5559,20931,23557
5560,18391,17500
5561,9719,13532
5562,34328,12530
5563,28331,12375
5564,15985,8419
5565,8748,16405
5566,8733,15419
5567,9439,16412
5568,6165,7813
5569,11677,14378
5570,26561,19289
5571,31612,7155
5572,3355,12249
5573,17889,13982
5574,38098,9088
5575,16158,15271
5576,4388,17367
5577,35089,14312
5578,565,22481
5579,32603,11254
5580,12363,15321
5581,32194,7905
5582,19956,10078
5583,17123,6900
5584,26811,8401
5585,2808,17535
5586,30128,23089
5587,12328,2529
5588,36339,17800
5589,30067,3990
5590,16482,7445
5591,15600,24009
5592,25422,6650
5593,216,17648
5594,27180,7340
5595,1057,23769
5596,37258,18116
5597,28920,15432
5598,5237,815
5599,35245,5606
5600,21948,14672
5601,28519,23189
5602,1021,15460
5603,29554,11484
5604,2150,12135
5605,22684,7703
5606,10323,24467
5607,35154,8993
5608,22175,8826
5609,13900,12012
5610,8045,8346
5611,36558,22466
5612,34592,3251
5613,1483,21900
5614,22557,19646
5615,33912,5201
5616,15240,13025
5617,34787,4701
5618,12058,4531
5619,29269,2385
5620,4735,4889
5621,31183,11833
5622,31450,14048
5623,18902,2116
5624,16497,21663
5625,31027,14487
5626,26145,6203
5627,26450,631
5628,30341,19658
5629,6684,15035
5630,22328,4725
5631,8299,17711
5632,25446,16554
5633,29888,6846
5634,34775,10481
5635,34841,23438
5636,32078,11380
5637,3665,2765
5638,38921,19575
5639,20809,15
5640,2376,6150
5641,37572,6170
5642,17290,5854
5643,24267,7919
5644,9031,20148
5645,29403,707
5646,35333,7052
5647,10062,5983
5648,4123,9738
5649,21285,21025
5650,27689,9976
5651,31426,24036
5652,26104,21321
5653,9023,10024
5654,38173,13938
5655,30841,18842
5656,32533,11206
5657,31930,14486
5658,2460,13339
5659,35531,22224
5660,34446,22880
5661,36357,2780
5662,33372,5805
5663,7628,14310
5664,24151,3503
5665,32918,7489
5666,36164,23119
5667,9090,9292
5668,19516,12334
5669,17413,6702
5670,24701,5587
5671,3103,6157
5672,16812,3735
5673,28742,20824
5674,25084,4017
5675,13275,24713
5676,2285,6179
5677,39237,24653
5678,17399,21270
5679,3718,10295
5680,9728,8427
5681,3662,17229
5682,19597,23469
5683,38817,13281
5684,28320,21060
5685,23029,14094
5686,18738,1849
5687,16188,13070
5688,18318,22203
5689,36266,7378
5690,30742,21375
5691,8013,19260
5692,926,21525
5693,36008,12292
5694,1011,2620
5695,5499,9294
5696,39710,9862
5697,35076,14764
5698,1090,6912
5699,13223,23954
5700,39062,7366
5701,19413,10234
5702,14138,3126
5703,34759,4326
5704,1534,19431
5705,22424,17988
5706,32613,7404
5707,7683,24009
5708,6822,7100
5709,16413,19298
5710,24717,15910
5711,26259,10696
5712,16327,11630
5713,18932,12191
5714,30026,16951
5715,2420,15263
5716,25710,12400
5717,36913,9154
5718,5161,9655
5719,34955,5692
5720,20343,11610
5721,4849,6907
5722,8924,21695
5723,37395,4388
5724,5923,1780
5725,22905,437
5726,24199,20921
5727,14597,8434
5728,23418,15302
5729,11029,20032
5730,9062,8805
5731,17813,8001
5732,15910,23613
5733,33431,13542
5734,26685,14105
5735,706,18651
5736,13224,24661
5737,31799,18865
5738,21795,15207
5739,18427,2318
5740,20969,23665
5741,26936,8817
5742,17912,9984
5743,30230,14068
5744,4930,15096
5745,18412,20616
5746,34013,6033
5747,5590,8375
5748,26216,12759
5749,33675,23724
5750,10380,4204
5751,3345,23085
5752,2831,9056
5753,6805,19994
5754,3992,2316
5755,19975,22295
5756,14741,10645
5757,12728,21180
5758,20488,6841
5759,14082,9202
5760,1780,10187
5761,4243,13875
5762,7716,14458
5763,1598,17781
5764,22968,9452
5765,32623,20853
5766,13570,1572
5767,37926,19576
5768,34637,19806
5769,3106,12251
5770,7109,14950
5771,10425,7856
5772,2955,11590
5773,19187,16283
5774,18750,19289
5775,28226,22829
5776,16942,15273
5777,20612,20781
5778,18857,6460
5779,13199,14800
5780,14659,1899
5781,21167,6417
5782,18309,6610
5783,4202,23458
5784,26076,6771
5785,16116,10885
5786,36777,16331
5787,8912,15141
5788,14885,6696
5789,20069,4554
5790,23110,6095
5791,5563,19671
5792,28297,23862
5793,19779,1755
5794,29516,4106
5795,21055,20243
5796,1990,4521
5797,8544,22068
5798,8224,8721
5799,26797,13570
5800,28019,16129
5801,1317,6517
5802,37802,20540
5803,14834,12050
5804,26742,8844
5805,35500,14819
5806,7811,15949
5807,15622,2869
5808,10492,21630
5809,4530,3618
5810,3943,12815
5811,2399,8626
5812,15903,21897
5813,15853,2879
5814,21295,2848
5815,29429,21105
5816,13521,19436
