Id,nombre_artistico,genero_principal
11540,Artista_02575,Pop
21863,Artista_02576,Folk
22539,Artista_02577,Latin
6249,Artista_02578,Rock
9386,Artista_02579,Rock
5096,Artista_02580,Folk
370,Artista_02581,Folk
9191,Artista_02582,Rock
19551,Artista_02583,Pop
5880,Artista_02584,Pop
10565,Artista_02585,Latin
10987,Artista_02586,Folk
8208,Artista_02587,Jazz
7404,Artista_02588,Country
20856,Artista_02589,Rock
18140,Artista_02590,Folk
13793,Artista_02591,Hip-Hop
19723,Artista_02592,Latin
12038,Artista_02593,Jazz
22776,Artista_02594,Pop
3963,Artista_02595,Pop
938,Artista_02596,Hip-Hop
14099,Artista_02597,Folk
15288,Artista_02598,Latin
16534,Artista_02599,Rock
10264,Artista_02600,Rock
13381,Artista_02601,Rock
4865,Artista_02602,Country
18515,Artista_02603,Hip-Hop
19359,Artista_02604,Country
18738,Artista_02605,Pop
5875,Artista_02606,Electronic
13360,Artista_02607,Pop
925,Artista_02608,Electronic
24219,Artista_02609,Electronic
16598,Artista_02610,Country
8501,Artista_02611,Folk
18109,Artista_02612,Pop
7156,Artista_02613,Electronic
13397,Artista_02614,Folk
13950,Artista_02615,Pop
22447,Artista_02616,Folk
12847,Artista_02617,Jazz
12127,Artista_02618,Latin
2518,Artista_02619,Folk
14906,Artista_02620,Rock
21196,Artista_02621,Hip-Hop
22098,Artista_02622,Folk
2235,Artista_02623,Pop
11163,Artista_02624,Country
6409,Artista_02625,Hip-Hop
3970,Artista_02626,Pop
241,Artista_02627,Folk
21570,Artista_02628,Hip-Hop
7111,Artista_02629,Jazz
15276,Artista_02630,Hip-Hop
23529,Artista_02631,Latin
18819,Artista_02632,Pop
17006,Artista_02633,Folk
13987,Artista_02634,Rock
16341,Artista_02635,Pop
20118,Artista_02636,Hip-Hop
12598,Artista_02637,Latin
24163,Artista_02638,Rock
1903,Artista_02639,Folk
10664,Artista_02640,Jazz
4639,Artista_02641,Country
3767,Artista_02642,Jazz
9877,Artista_02643,Latin
13133,Artista_02644,Pop
18596,Artista_02645,Jazz
6598,Artista_02646,Jazz
16756,Artista_02647,Pop
6953,Artista_02648,Hip-Hop
7369,Artista_02649,Jazz
7912,Artista_02650,Jazz
23659,Artista_02651,Jazz
5182,Artista_02652,Country
19782,Artista_02653,Rock
16999,Artista_02654,Jazz
501,Artista_02655,Jazz
2691,Artista_02656,Jazz
14453,Artista_02657,Rock
19102,Artista_02658,Electronic
21145,Artista_02659,Rock
10345,Artista_02660,Hip-Hop
6651,Artista_02661,Rock
22186,Artista_02662,Pop
3900,Artista_02663,Jazz
17092,Artista_02664,Folk
18222,Artista_02665,Hip-Hop
2030,Artista_02666,Country
4102,Artista_02667,Rock
108,Artista_02668,Country
3048,Artista_02669,Electronic
14510,Artista_02670,Hip-Hop
21511,Artista_02671,Latin
9040,Artista_02672,Pop
5270,Artista_02673,Hip-Hop
735,Artista_02674,Latin
20359,Artista_02675,Jazz
16819,Artista_02676,Jazz
4041,Artista_02677,Jazz
4382,Artista_02678,Jazz
16102,Artista_02679,Folk
11370,Artista_02680,Rock
2204,Artista_02681,Rock
14817,Artista_02682,Electronic
4929,Artista_02683,Hip-Hop
10269,Artista_02684,Rock
13198,Artista_02685,Hip-Hop
4207,Artista_02686,Latin
15086,Artista_02687,Latin
9517,Artista_02688,Rock
13617,Artista_02689,Electronic
848,Artista_02690,Latin
18395,Artista_02691,Country
12690,Artista_02692,Rock
15582,Artista_02693,Country
528,Artista_02694,Latin
13464,Artista_02695,Electronic
10100,Artista_02696,Folk
13921,Artista_02697,Latin
6105,Artista_02698,Pop
14981,Artista_02699,Latin
22574,Artista_02700,Pop
7648,Artista_02701,Country
22724,Artista_02702,Country
8395,Artista_02703,Rock
5089,Artista_02704,Hip-Hop
20931,Artista_02705,Rock
18765,Artista_02706,Latin
4657,Artista_02707,Pop
1706,Artista_02708,Folk
17027,Artista_02709,Country
6287,Artista_02710,Pop
4247,Artista_02711,Jazz
1462,Artista_02712,Electronic
12177,Artista_02713,Electronic
12404,Artista_02714,Jazz
14616,Artista_02715,Pop
22896,Artista_02716,Latin
10485,Artista_02717,Pop
5618,Artista_02718,Folk
2931,Artista_02719,Rock
16340,Artista_02720,Latin
15282,Artista_02721,Pop
1898,Artista_02722,Folk
5448,Artista_02723,Pop
22981,Artista_02724,Pop
12439,Artista_02725,Electronic
202,Artista_02726,Country
7027,Artista_02727,Rock
17863,Artista_02728,Electronic
16414,Artista_02729,Folk
5528,Artista_02730,Latin
4752,Artista_02731,Country
14269,Artista_02732,Latin
2189,Artista_02733,Electronic
19735,Artista_02734,Hip-Hop
8136,Artista_02735,Rock
15241,Artista_02736,Country
23516,Artista_02737,Pop
1553,Artista_02738,Latin
15350,Artista_02739,Country
22637,Artista_02740,Electronic
957,Artista_02741,Jazz
21508,Artista_02742,Country
23450,Artista_02743,Hip-Hop
16823,Artista_02744,Folk
14768,Artista_02745,Hip-Hop
13171,Artista_02746,Latin
18779,Artista_02747,Rock
3263,Artista_02748,Rock
622,Artista_02749,Rock
2845,Artista_02750,Pop
20059,Artista_02751,Hip-Hop
5335,Artista_02752,Electronic
23182,Artista_02753,Folk
2022,Artista_02754,Rock
2723,Artista_02755,Pop
8707,Artista_02756,Latin
3209,Artista_02757,Latin
825,Artista_02758,Country
14377,Artista_02759,Folk
18740,Artista_02760,Folk
16826,Artista_02761,Electronic
8470,Artista_02762,Jazz
18264,Artista_02763,Jazz
18771,Artista_02764,Rock
1961,Artista_02765,Latin
4182,Artista_02766,Latin
16108,Artista_02767,Country
7711,Artista_02768,Rock
23006,Artista_02769,Electronic
4668,Artista_02770,Hip-Hop
18123,Artista_02771,Latin
17848,Artista_02772,Pop
19077,Artista_02773,Hip-Hop
9849,Artista_02774,Jazz
13375,Artista_02775,Latin
18423,Artista_02776,Jazz
2190,Artista_02777,Jazz
8591,Artista_02778,Pop
18209,Artista_02779,Hip-Hop
23685,Artista_02780,Folk
10706,Artista_02781,Latin
8084,Artista_02782,Folk
24063,Artista_02783,Jazz
1708,Artista_02784,Folk
3458,Artista_02785,Latin
11774,Artista_02786,Folk
1915,Artista_02787,Pop
22550,Artista_02788,Latin
12942,Artista_02789,Folk
2834,Artista_02790,Folk
7605,Artista_02791,Folk
14709,Artista_02792,Pop
124,Artista_02793,Latin
5843,Artista_02794,Latin
18531,Artista_02795,Country
17071,Artista_02796,Hip-Hop
6442,Artista_02797,Folk
10776,Artista_02798,Rock
1353,Artista_02799,Pop
14034,Artista_02800,Country
17137,Artista_02801,Hip-Hop
6218,Artista_02802,Pop
22613,Artista_02803,Electronic
1327,Artista_02804,Folk
20561,Artista_02805,Rock
23321,Artista_02806,Rock
19348,Artista_02807,Rock
873,Artista_02808,Latin
22669,Artista_02809,Hip-Hop
279,Artista_02810,Jazz
22146,Artista_02811,Hip-Hop
3529,Artista_02812,Latin
18975,Artista_02813,Electronic
21685,Artista_02814,Jazz
13487,Artista_02815,Pop
14961,Artista_02816,Hip-Hop
5698,Artista_02817,Country
1908,Artista_02818,Hip-Hop
16721,Artista_02819,Rock
110,Artista_02820,Rock
8641,Artista_02821,Rock
13684,Artista_02822,Rock
22235,Artista_02823,Rock
1122,Artista_02824,Folk
9257,Artista_02825,Pop
16516,Artista_02826,Jazz
16507,Artista_02827,Electronic
22872,Artista_02828,Folk
15597,Artista_02829,Country
7710,Artista_02830,Jazz
9501,Artista_02831,Rock
11392,Artista_02832,Electronic
293,Artista_02833,Pop
1635,Artista_02834,Folk
2703,Artista_02835,Pop
9778,Artista_02836,Latin
215,Artista_02837,Country
10013,Artista_02838,Folk
16510,Artista_02839,Folk
4431,Artista_02840,Electronic
13932,Artista_02841,Jazz
3804,Artista_02842,Country
6182,Artista_02843,Folk
5799,Artista_02844,Jazz
13292,Artista_02845,Folk
20022,Artista_02846,Rock
12263,Artista_02847,Latin
15231,Artista_02848,Rock
16348,Artista_02849,Country
13573,Artista_02850,Pop
18760,Artista_02851,Latin
21569,Artista_02852,Rock
17815,Artista_02853,Rock
21421,Artista_02854,Electronic
14462,Artista_02855,Pop
22997,Artista_02856,Latin
1221,Artista_02857,Jazz
9542,Artista_02858,Folk
3889,Artista_02859,Latin
19108,Artista_02860,Rock
8170,Artista_02861,Rock
1406,Artista_02862,Latin
517,Artista_02863,Pop
23272,Artista_02864,Folk
14871,Artista_02865,Country
3749,Artista_02866,Latin
12780,Artista_02867,Rock
446,Artista_02868,Jazz
7550,Artista_02869,Country
24262,Artista_02870,Country
2858,Artista_02871,Latin
15148,Artista_02872,Latin
4900,Artista_02873,Jazz
16278,Artista_02874,Jazz
5985,Artista_02875,Hip-Hop
21679,Artista_02876,Jazz
23672,Artista_02877,Hip-Hop
12668,Artista_02878,Folk
4430,Artista_02879,Country
12947,Artista_02880,Latin
9020,Artista_02881,Rock
12061,Artista_02882,Pop
16718,Artista_02883,Rock
3747,Artista_02884,Hip-Hop
18070,Artista_02885,Country
12986,Artista_02886,Electronic
16609,Artista_02887,Pop
4224,Artista_02888,Latin
3587,Artista_02889,Rock
21613,Artista_02890,Electronic
4916,Artista_02891,Jazz
15048,Artista_02892,Electronic
14413,Artista_02893,Folk
469,Artista_02894,Electronic
13889,Artista_02895,Latin
10917,Artista_02896,Folk
19702,Artista_02897,Rock
6589,Artista_02898,Hip-Hop
24608,Artista_02899,Rock
9407,Artista_02900,Electronic
15545,Artista_02901,Pop
13405,Artista_02902,Electronic
12591,Artista_02903,Latin
16148,Artista_02904,Latin
9230,Artista_02905,Electronic
10589,Artista_02906,Folk
13012,Artista_02907,Jazz
1225,Artista_02908,Electronic
24377,Artista_02909,Rock
2017,Artista_02910,Rock
9249,Artista_02911,Pop
8608,Artista_02912,Jazz
18655,Artista_02913,Folk
12279,Artista_02914,Latin
12722,Artista_02915,Folk
3769,Artista_02916,Folk
5740,Artista_02917,Country
15451,Artista_02918,Country
20973,Artista_02919,Country
17738,Artista_02920,Pop
24252,Artista_02921,Pop
19805,Artista_02922,Country
23003,Artista_02923,Pop
12605,Artista_02924,Latin
8708,Artista_02925,Pop
23430,Artista_02926,Jazz
6355,Artista_02927,Folk
13241,Artista_02928,Folk
18686,Artista_02929,Electronic
8453,Artista_02930,Pop
21989,Artista_02931,Latin
17816,Artista_02932,Hip-Hop
1615,Artista_02933,Rock
21777,Artista_02934,Electronic
21307,Artista_02935,Rock
9136,Artista_02936,Rock
21345,Artista_02937,Jazz
3645,Artista_02938,Country
3265,Artista_02939,Rock
5569,Artista_02940,Latin
16964,Artista_02941,Electronic
9408,Artista_02942,Jazz
17809,Artista_02943,Latin
6557,Artista_02944,Pop
16672,Artista_02945,Hip-Hop
4897,Artista_02946,Latin
16338,Artista_02947,Jazz
19280,Artista_02948,Pop
185,Artista_02949,Country
21951,Artista_02950,Folk
6631,Artista_02951,Jazz
18077,Artista_02952,Folk
2434,Artista_02953,Latin
22964,Artista_02954,Pop
21165,Artista_02955,Rock
8588,Artista_02956,Country
15624,Artista_02957,Folk
16110,Artista_02958,Jazz
18516,Artista_02959,Jazz
17406,Artista_02960,Latin
4079,Artista_02961,Electronic
18345,Artista_02962,Electronic
2511,Artista_02963,Latin
8542,Artista_02964,Latin
19841,Artista_02965,Jazz
21125,Artista_02966,Jazz
17502,Artista_02967,Latin
16373,Artista_02968,Jazz
6689,Artista_02969,Jazz
782,Artista_02970,Electronic
21791,Artista_02971,Rock
6548,Artista_02972,Hip-Hop
6215,Artista_02973,Latin
11001,Artista_02974,Electronic
11808,Artista_02975,Electronic
9504,Artista_02976,Latin
8933,Artista_02977,Latin
1207,Artista_02978,Folk
5015,Artista_02979,Electronic
192,Artista_02980,Jazz
5705,Artista_02981,Hip-Hop
22987,Artista_02982,Rock
23671,Artista_02983,Latin
19248,Artista_02984,Country
391,Artista_02985,Pop
16115,Artista_02986,Electronic
4428,Artista_02987,Hip-Hop
12258,Artista_02988,Country
16529,Artista_02989,Electronic
13503,Artista_02990,Country
8771,Artista_02991,Country
12999,Artista_02992,Electronic
1387,Artista_02993,Electronic
10508,Artista_02994,Pop
10840,Artista_02995,Jazz
22592,Artista_02996,Latin
11373,Artista_02997,Jazz
7816,Artista_02998,Folk
20394,Artista_02999,Jazz
20804,Artista_03000,Electronic
7720,Artista_03001,Jazz
1552,Artista_03002,Pop
4658,Artista_03003,Jazz
426,Artista_03004,Latin
18434,Artista_03005,Folk
23170,Artista_03006,Pop
22202,Artista_03007,Pop
8727,Artista_03008,Hip-Hop
20683,Artista_03009,Folk
40,Artista_03010,Country
5458,Artista_03011,Rock
21276,Artista_03012,Pop
16649,Artista_03013,Hip-Hop
18743,Artista_03014,Hip-Hop
4892,Artista_03015,Hip-Hop
20500,Artista_03016,Hip-Hop
2350,Artista_03017,Electronic
4159,Artista_03018,Pop
13815,Artista_03019,Rock
18543,Artista_03020,Folk
12915,Artista_03021,Folk
22959,Artista_03022,Folk
11796,Artista_03023,Rock
17978,Artista_03024,Hip-Hop
2948,Artista_03025,Jazz
16170,Artista_03026,Pop
22110,Artista_03027,Country
8674,Artista_03028,Electronic
17966,Artista_03029,Country
11735,Artista_03030,Rock
4486,Artista_03031,Jazz
14095,Artista_03032,Country
1448,Artista_03033,Hip-Hop
14900,Artista_03034,Electronic
18763,Artista_03035,Country
3980,Artista_03036,Pop
3522,Artista_03037,Electronic
14108,Artista_03038,Latin
24616,Artista_03039,Hip-Hop
1343,Artista_03040,Rock
7983,Artista_03041,Folk
24181,Artista_03042,Pop
1976,Artista_03043,Latin
24857,Artista_03044,Latin
14066,Artista_03045,Electronic
6479,Artista_03046,Country
12568,Artista_03047,Country
15425,Artista_03048,Folk
18613,Artista_03049,Jazz
22949,Artista_03050,Latin
9683,Artista_03051,Electronic
8284,Artista_03052,Jazz
16619,Artista_03053,Folk
11681,Artista_03054,Rock
8428,Artista_03055,Rock
19460,Artista_03056,Rock
15387,Artista_03057,Hip-Hop
13530,Artista_03058,Folk
24907,Artista_03059,Country
24109,Artista_03060,Folk
17025,Artista_03061,Folk
7899,Artista_03062,Folk
669,Artista_03063,Pop
10783,Artista_03064,Country
19838,Artista_03065,Electronic
4688,Artista_03066,Jazz
24187,Artista_03067,Jazz
14204,Artista_03068,Country
20030,Artista_03069,Latin
22899,Artista_03070,Pop
10579,Artista_03071,Country
14499,Artista_03072,Pop
10007,Artista_03073,Rock
14766,Artista_03074,Folk
10390,Artista_03075,Folk
15005,Artista_03076,Electronic
8203,Artista_03077,Pop
20817,Artista_03078,Rock
7212,Artista_03079,Jazz
6898,Artista_03080,Hip-Hop
13236,Artista_03081,Electronic
19190,Artista_03082,Pop
2138,Artista_03083,Folk
19531,Artista_03084,Hip-Hop
7285,Artista_03085,Latin
12236,Artista_03086,Jazz
13789,Artista_03087,Jazz
14597,Artista_03088,Rock
20388,Artista_03089,Pop
14122,Artista_03090,Hip-Hop
24615,Artista_03091,Jazz
4118,Artista_03092,Folk
9607,Artista_03093,Hip-Hop
12906,Artista_03094,Country
1131,Artista_03095,Folk
22632,Artista_03096,Jazz
3512,Artista_03097,Pop
6111,Artista_03098,Latin
20007,Artista_03099,Latin
1081,Artista_03100,Country
15968,Artista_03101,Rock
6935,Artista_03102,Rock
7549,Artista_03103,Latin
21750,Artista_03104,Country
15229,Artista_03105,Rock
3684,Artista_03106,Folk
24472,Artista_03107,Hip-Hop
6542,Artista_03108,Country
4963,Artista_03109,Folk
11075,Artista_03110,Country
22510,Artista_03111,Electronic
6795,Artista_03112,Latin
12281,Artista_03113,Rock
4618,Artista_03114,Pop
20018,Artista_03115,Latin
19595,Artista_03116,Pop
8994,Artista_03117,Pop
8304,Artista_03118,Hip-Hop
11395,Artista_03119,Rock
18597,Artista_03120,Pop
1068,Artista_03121,Rock
20336,Artista_03122,Hip-Hop
21785,Artista_03123,Country
24990,Artista_03124,Hip-Hop
23067,Artista_03125,Jazz
10704,Artista_03126,Jazz
19443,Artista_03127,Hip-Hop
7923,Artista_03128,Electronic
14509,Artista_03129,Folk
16162,Artista_03130,Hip-Hop
22880,Artista_03131,Pop
8077,Artista_03132,Pop
17893,Artista_03133,Hip-Hop
24277,Artista_03134,Rock
18157,Artista_03135,Hip-Hop
7839,Artista_03136,Hip-Hop
9898,Artista_03137,Latin
20980,Artista_03138,Latin
6305,Artista_03139,Hip-Hop
11785,Artista_03140,Rock
7014,Artista_03141,Jazz
3489,Artista_03142,Folk
14260,Artista_03143,Latin
916,Artista_03144,Rock
10603,Artista_03145,Pop
6857,Artista_03146,Latin
18256,Artista_03147,Hip-Hop
14331,Artista_03148,Electronic
11266,Artista_03149,Pop
2855,Artista_03150,Jazz
16504,Artista_03151,Rock
18587,Artista_03152,Latin
13028,Artista_03153,Jazz
6980,Artista_03154,Country
11192,Artista_03155,Folk
2305,Artista_03156,Country
15830,Artista_03157,Hip-Hop
2747,Artista_03158,Country
3590,Artista_03159,Electronic
103,Artista_03160,Folk
24046,Artista_03161,Country
9573,Artista_03162,Country
23751,Artista_03163,Rock
12116,Artista_03164,Hip-Hop
6346,Artista_03165,Hip-Hop
4561,Artista_03166,Jazz
2854,Artista_03167,Electronic
13674,Artista_03168,Pop
21006,Artista_03169,Electronic
13331,Artista_03170,Hip-Hop
16830,Artista_03171,Rock
21284,Artista_03172,Country
17244,Artista_03173,Rock
15735,Artista_03174,Folk
11897,Artista_03175,Jazz
23950,Artista_03176,Electronic
24759,Artista_03177,Rock
15106,Artista_03178,Rock
13716,Artista_03179,Hip-Hop
16015,Artista_03180,Country
2258,Artista_03181,Electronic
1100,Artista_03182,Latin
4085,Artista_03183,Latin
4231,Artista_03184,Pop
13128,Artista_03185,Electronic
8521,Artista_03186,Folk
3971,Artista_03187,Pop
18896,Artista_03188,Pop
14342,Artista_03189,Latin
3841,Artista_03190,Latin
17956,Artista_03191,Hip-Hop
611,Artista_03192,Rock
7735,Artista_03193,Latin
24360,Artista_03194,Country
4624,Artista_03195,Pop
20633,Artista_03196,Jazz
8000,Artista_03197,Latin
2893,Artista_03198,Latin
10267,Artista_03199,Jazz
5142,Artista_03200,Folk
10014,Artista_03201,Electronic
18039,Artista_03202,Electronic
7366,Artista_03203,Pop
14477,Artista_03204,Pop
5232,Artista_03205,Folk
3267,Artista_03206,Pop
8101,Artista_03207,Latin
5587,Artista_03208,Latin
21701,Artista_03209,Rock
17630,Artista_03210,Country
20255,Artista_03211,Jazz
17707,Artista_03212,Pop
10649,Artista_03213,Hip-Hop
24679,Artista_03214,Pop
15205,Artista_03215,Hip-Hop
23078,Artista_03216,Jazz
5348,Artista_03217,Latin
2107,Artista_03218,Jazz
9872,Artista_03219,Latin
17895,Artista_03220,Jazz
9167,Artista_03221,Pop
12423,Artista_03222,Folk
24673,Artista_03223,Folk
24087,Artista_03224,Jazz
4261,Artista_03225,Jazz
23952,Artista_03226,Folk
17217,Artista_03227,Hip-Hop
18768,Artista_03228,Rock
9834,Artista_03229,Country
18861,Artista_03230,Electronic
19263,Artista_03231,Jazz
7417,Artista_03232,Jazz
5337,Artista_03233,Electronic
11701,Artista_03234,Hip-Hop
8847,Artista_03235,Electronic
20147,Artista_03236,Country
21103,Artista_03237,Jazz
21741,Artista_03238,Latin
1782,Artista_03239,Country
680,Artista_03240,Folk
19107,Artista_03241,Rock
11131,Artista_03242,Electronic
4853,Artista_03243,Latin
19919,Artista_03244,Hip-Hop
12314,Artista_03245,Rock
20145,Artista_03246,Latin
3720,Artista_03247,Electronic
3490,Artista_03248,Rock
14437,Artista_03249,Country
11271,Artista_03250,Electronic
8837,Artista_03251,Pop
16803,Artista_03252,Latin
7921,Artista_03253,Latin
9411,Artista_03254,Hip-Hop
3921,Artista_03255,Hip-Hop
12250,Artista_03256,Country
22810,Artista_03257,Jazz
5509,Artista_03258,Country
20867,Artista_03259,Electronic
18001,Artista_03260,Rock
20948,Artista_03261,Latin
5,Artista_03262,Electronic
8189,Artista_03263,Pop
6242,Artista_03264,Latin
4995,Artista_03265,Jazz
1114,Artista_03266,Electronic
4463,Artista_03267,Jazz
22031,Artista_03268,Pop
4360,Artista_03269,Electronic
7,Artista_03270,Electronic
1453,Artista_03271,Pop
7799,Artista_03272,Folk
4291,Artista_03273,Latin
6140,Artista_03274,Jazz
6594,Artista_03275,Rock
15222,Artista_03276,Hip-Hop
16181,Artista_03277,Country
17210,Artista_03278,Jazz
23246,Artista_03279,Folk
8109,Artista_03280,Pop
24921,Artista_03281,Pop
24646,Artista_03282,Pop
4077,Artista_03283,Electronic
21280,Artista_03284,Rock
22743,Artista_03285,Jazz
13188,Artista_03286,Country
12833,Artista_03287,Jazz
24493,Artista_03288,Jazz
5328,Artista_03289,Pop
3362,Artista_03290,Rock
14702,Artista_03291,Electronic
11383,Artista_03292,Hip-Hop
16142,Artista_03293,Folk
573,Artista_03294,Latin
1873,Artista_03295,Latin
24952,Artista_03296,Pop
7818,Artista_03297,Electronic
20060,Artista_03298,Latin
24116,Artista_03299,Latin
3269,Artista_03300,Rock
1750,Artista_03301,Latin
1516,Artista_03302,Country
7732,Artista_03303,Electronic
24595,Artista_03304,Pop
19000,Artista_03305,Electronic
17172,Artista_03306,Country
16577,Artista_03307,Electronic
21988,Artista_03308,Jazz
24391,Artista_03309,Jazz
788,Artista_03310,Country
4820,Artista_03311,Latin
10921,Artista_03312,Pop
18870,Artista_03313,Pop
21977,Artista_03314,Pop
23923,Artista_03315,Folk
7078,Artista_03316,Rock
23581,Artista_03317,Folk
2793,Artista_03318,Country
4523,Artista_03319,Electronic
22910,Artista_03320,Folk
5935,Artista_03321,Electronic
2163,Artista_03322,Hip-Hop
11807,Artista_03323,Electronic
2615,Artista_03324,Folk
11726,Artista_03325,Pop
24940,Artista_03326,Country
20292,Artista_03327,Hip-Hop
11223,Artista_03328,Folk
10620,Artista_03329,Pop
5110,Artista_03330,Latin
20557,Artista_03331,Latin
4855,Artista_03332,Pop
22302,Artista_03333,Rock
6929,Artista_03334,Rock
11398,Artista_03335,Electronic
10673,Artista_03336,Country
16159,Artista_03337,Folk
3169,Artista_03338,Pop
5729,Artista_03339,Jazz
12512,Artista_03340,Country
7822,Artista_03341,Rock
6799,Artista_03342,Jazz
13870,Artista_03343,Hip-Hop
18328,Artista_03344,Pop
10061,Artista_03345,Country
7098,Artista_03346,Hip-Hop
5019,Artista_03347,Hip-Hop
2321,Artista_03348,Country
2843,Artista_03349,Electronic
12850,Artista_03350,Electronic
21367,Artista_03351,Hip-Hop
19909,Artista_03352,Latin
6280,Artista_03353,Hip-Hop
7606,Artista_03354,Country
12948,Artista_03355,Country
23565,Artista_03356,Pop
10135,Artista_03357,Rock
23927,Artista_03358,Rock
15436,Artista_03359,Latin
13282,Artista_03360,Pop
6621,Artista_03361,Rock
17583,Artista_03362,Rock
7123,Artista_03363,Country
19514,Artista_03364,Pop
10669,Artista_03365,Rock
4185,Artista_03366,Latin
19378,Artista_03367,Folk
24794,Artista_03368,Jazz
13410,Artista_03369,Pop
1686,Artista_03370,Electronic
17877,Artista_03371,Hip-Hop
20272,Artista_03372,Country
15468,Artista_03373,Rock
18816,Artista_03374,Folk
7282,Artista_03375,Latin
22363,Artista_03376,Electronic
17756,Artista_03377,Rock
2979,Artista_03378,Hip-Hop
4598,Artista_03379,Latin
682,Artista_03380,Rock
24786,Artista_03381,Folk
130,Artista_03382,Electronic
13772,Artista_03383,Electronic
1588,Artista_03384,Jazz
22469,Artista_03385,Rock
3189,Artista_03386,Country
14884,Artista_03387,Country
11752,Artista_03388,Pop
22993,Artista_03389,Hip-Hop
19956,Artista_03390,Pop
6395,Artista_03391,Country
3586,Artista_03392,Hip-Hop
16370,Artista_03393,Country
1336,Artista_03394,Pop
17313,Artista_03395,Jazz
16837,Artista_03396,Rock
12443,Artista_03397,Electronic
4068,Artista_03398,Jazz
5873,Artista_03399,Latin
3505,Artista_03400,Latin
17023,Artista_03401,Folk
22623,Artista_03402,Folk
18064,Artista_03403,Folk
2891,Artista_03404,Hip-Hop
247,Artista_03405,Latin
6018,Artista_03406,Rock
15730,Artista_03407,Country
2399,Artista_03408,Rock
9779,Artista_03409,Jazz
19730,Artista_03410,Folk
24958,Artista_03411,Folk
22597,Artista_03412,Country
1766,Artista_03413,Jazz
21534,Artista_03414,Electronic
22330,Artista_03415,Country
24422,Artista_03416,Jazz
9,Artista_03417,Folk
7806,Artista_03418,Hip-Hop
24625,Artista_03419,Rock
452,Artista_03420,Hip-Hop
11102,Artista_03421,Country
11824,Artista_03422,Jazz
5099,Artista_03423,Pop
19636,Artista_03424,Electronic
4693,Artista_03425,Electronic
22863,Artista_03426,Pop
18288,Artista_03427,Hip-Hop
2089,Artista_03428,Jazz
7455,Artista_03429,Electronic
23240,Artista_03430,Country
4163,Artista_03431,Folk
11320,Artista_03432,Country
21142,Artista_03433,Country
2825,Artista_03434,Latin
9106,Artista_03435,Folk
2113,Artista_03436,Pop
21800,Artista_03437,Folk
5250,Artista_03438,Rock
8346,Artista_03439,Country
19822,Artista_03440,Rock
13795,Artista_03441,Pop
19663,Artista_03442,Jazz
9915,Artista_03443,Electronic
12513,Artista_03444,Folk
5320,Artista_03445,Pop
13866,Artista_03446,Hip-Hop
1594,Artista_03447,Hip-Hop
7143,Artista_03448,Jazz
24431,Artista_03449,Folk
21427,Artista_03450,Folk
568,Artista_03451,Rock
18297,Artista_03452,Folk
10933,Artista_03453,Folk
12855,Artista_03454,Pop
12680,Artista_03455,Hip-Hop
9414,Artista_03456,Rock
1067,Artista_03457,Hip-Hop
9899,Artista_03458,Hip-Hop
22584,Artista_03459,Folk
16349,Artista_03460,Electronic
18898,Artista_03461,Electronic
20601,Artista_03462,Pop
1617,Artista_03463,Hip-Hop
11889,Artista_03464,Country
23438,Artista_03465,Latin
270,Artista_03466,Hip-Hop
1465,Artista_03467,Country
17488,Artista_03468,Latin
10582,Artista_03469,Jazz
18382,Artista_03470,Rock
13966,Artista_03471,Jazz
4999,Artista_03472,Rock
11730,Artista_03473,Rock
4945,Artista_03474,Electronic
791,Artista_03475,Latin
7361,Artista_03476,Rock
6208,Artista_03477,Electronic
4073,Artista_03478,Pop
6125,Artista_03479,Electronic
8186,Artista_03480,Rock
1127,Artista_03481,Electronic
7618,Artista_03482,Pop
17748,Artista_03483,Folk
2140,Artista_03484,Pop
20900,Artista_03485,Latin
12343,Artista_03486,Electronic
3597,Artista_03487,Hip-Hop
13468,Artista_03488,Electronic
7419,Artista_03489,Rock
7627,Artista_03490,Rock
5429,Artista_03491,Pop
15596,Artista_03492,Electronic
9881,Artista_03493,Folk
19432,Artista_03494,Rock
16890,Artista_03495,Rock
3284,Artista_03496,Hip-Hop
23273,Artista_03497,Pop
9902,Artista_03498,Pop
22411,Artista_03499,Rock
7592,Artista_03500,Folk
8927,Artista_03501,Rock
13526,Artista_03502,Country
9326,Artista_03503,Electronic
16492,Artista_03504,Country
5934,Artista_03505,Pop
12026,Artista_03506,Jazz
12293,Artista_03507,Electronic
22465,Artista_03508,Pop
19966,Artista_03509,Country
11925,Artista_03510,Jazz
6601,Artista_03511,Jazz
23742,Artista_03512,Pop
23088,Artista_03513,Electronic
23561,Artista_03514,Rock
11099,Artista_03515,Latin
15990,Artista_03516,Hip-Hop
9978,Artista_03517,Hip-Hop
24959,Artista_03518,Jazz
19393,Artista_03519,Folk
6006,Artista_03520,Folk
11596,Artista_03521,Pop
7978,Artista_03522,Country
18505,Artista_03523,Jazz
20688,Artista_03524,Jazz
15320,Artista_03525,Pop
8117,Artista_03526,Hip-Hop
1427,Artista_03527,Pop
4887,Artista_03528,Electronic
9017,Artista_03529,Folk
15871,Artista_03530,Country
10875,Artista_03531,Rock
19164,Artista_03532,Electronic
7278,Artista_03533,Electronic
17572,Artista_03534,Country
11475,Artista_03535,Jazz
1917,Artista_03536,Hip-Hop
