user_id,nombre_artistico,genero_principal
2991,Karen Stanley,Reggae
2996,Brian James,Reggae
3001,Benjamin Rowland,Classical
3008,Patricia Vance,Classical
3012,Adrian Hammond,Metal
3013,Kyle Smith,Rock
3014,Karen Rodriguez,Blues
3015,Eric Everett,R&B
3017,Cynthia Barnes,Pop
3020,Christopher Rose,Country
3021,Joshua Costa,R&B
3024,Sara Cohen,Rock
3032,Joshua Nelson,Reggae
3033,Diane Johnston,Blues
3034,Kenneth Hernandez,Pop
3038,Bryan Wallace,Jazz
3040,William Guerra,R&B
3052,Mary Shepard,Pop
3060,Alison Flores,R&B
3061,Dawn Martinez,Pop
3062,Spencer Powers,Rock
3065,Mark Reid,Pop
3067,Patrick Roy,Hip Hop
3073,Julie Chase,Hip Hop
3075,Larry Warren,Country
3076,Kenneth Bradley,Jazz
3077,Amber Ibarra,Reggae
3088,Joel Mays,Reggae
3091,Tina Briggs,Folk
3093,Christopher Buchanan,Reggae
3098,Kyle Middleton,R&B
3100,Kimberly Mayer,Blues
3106,Crystal Garcia,Metal
3108,Chase Greer,Metal
3111,Arthur Anderson,Rock
3117,Katherine Villarreal,Classical
3119,Eric Chavez,Hip Hop
3120,Tina Cooper,Hip Hop
3122,Sean Rodriguez,Pop
3125,Stephen Church,Classical
3129,Jill Baker,R&B
3130,Rebecca Lester,Rock
3137,Morgan Barrett,Pop
3138,Meagan Schaefer,Jazz
3142,Justin Hernandez,Pop
3143,Jason Harris,Hip Hop
3145,Ryan Rodriguez,Classical
3149,Helen Blackburn,Electronic
3153,Ricardo Wilson,Electronic
3154,Rebecca Sanchez,Pop
3155,Oscar Lowe,Hip Hop
3159,Haley Buchanan,R&B
3160,Penny Thomas,Jazz
3161,Mark Miller,Pop
3165,Brent Brown,Jazz
3166,Travis Roberts,Electronic
3173,Pamela Baldwin,Classical
3174,Crystal Estrada,Reggae
3181,Lori Turner,Classical
3188,Margaret Murphy,Classical
3193,Jason Harris,Rock
3198,Megan Mitchell,Hip Hop
3200,Jonathan Harvey,Pop
3202,Cheryl Williams,Country
3203,Denise Baker,Electronic
3214,Benjamin Baker,Metal
3219,Melissa Benitez,Electronic
3220,Laura Hicks,Hip Hop
3221,Lynn Daniel,Country
3224,Robert Berry,Metal
3228,Pamela Larsen,Metal
3233,Nicole Martin,Blues
3238,Kiara Miller,Jazz
3239,Amanda Kim,Metal
3240,Jerome Johnson,Blues
3242,Monique White,Country
3245,Tamara Gonzalez,Rock
3249,Alec Harrington,Country
3251,Aaron Wagner,Classical
3252,Amy Robinson,Hip Hop
3256,Donald Chambers,Classical
3260,Oscar Matthews,Country
3263,Shirley Davis,Reggae
3266,Christopher Johnson,Blues
3270,Teresa Bailey,Folk
3275,Melissa Barnes,R&B
3276,Edward Stone,Folk
3279,William Barnes,Rock
3283,Joel Jarvis,Rock
3284,Eric Miller,Rock
3293,Michelle Stanley,Blues
3298,Sandra Rodriguez,Jazz
3299,Amanda Morgan,Pop
3302,Evan Nguyen,Classical
3303,Christopher Hall,Classical
3306,Monica Wilson,Country
3308,Jonathan Henderson,Blues
3313,Jennifer Mercado,Country
3316,Katie Sanchez,Jazz
3318,James Lopez,Reggae
3322,Cheyenne Parrish,R&B
3323,Marco Brown,Hip Hop
3325,Sheri Schmitt,Jazz
3332,Ariana Gregory,Electronic
3334,Edgar Garrison,Metal
3336,Jason Preston,Pop
3338,Sarah Simpson,Folk
3339,Jeremy Sexton,Country
3345,Cynthia Patel,Electronic
3346,Micheal Smith,Jazz
3352,Ryan Marsh,Hip Hop
3356,Martin Barnes,Classical
3359,Brianna Greer,Hip Hop
3368,Sara Pittman,R&B
3369,Gina King,Country
3370,Michael Barnes,Metal
3376,Craig Martinez,Reggae
3377,Ernest Wade,R&B
3393,Louis Dalton,Blues
3397,David Melton,Blues
3398,Roger Vaughn,Blues
3399,Michael Williams,Hip Hop
3402,Timothy Smith,Electronic
3404,Angela Baker,R&B
3405,Elizabeth Johnson,Reggae
3407,Carolyn Dillon,Rock
3415,Kim Parks,Rock
3417,Victoria Donaldson,Blues
3418,Mark Malone,Folk
3423,Lisa Bolton,R&B
3424,Robin Parker,Metal
3431,Jeffrey Roman,R&B
3437,Nicole Mccoy,Classical
3438,John Wilcox,Jazz
3440,Joseph Cummings,R&B
3444,John Walker,Reggae
3448,Francisco Barker,Classical
3453,Brittney Turner,Electronic
3455,Erica Hudson,Hip Hop
3458,Taylor Johnson,Classical
3466,Gregory Silva,Pop
3473,Sonya Valentine,Jazz
3476,Robert Mack,Rock
3477,Christian Boone,Hip Hop
3482,Carol Williams,Country
3483,Darrell Allen,Rock
3489,Jake Davis,Country
3498,Isabella Dixon,Pop
3518,Justin Olson,Pop
3519,Brittany Russell,Reggae
3521,Heather Gonzales,Pop
3522,Brandy Meyers,Metal
3523,Richard Vasquez,Jazz
3528,Catherine Mendez,Classical
3530,Ashley Monroe,Reggae
3538,Ana Reyes,R&B
3539,Darren Fowler,Pop
3542,Julie Berger,Hip Hop
3547,Kathleen Cain,Hip Hop
3548,Jerry Allen,Rock
3557,Richard Sanchez,Country
3558,Helen Stein,Electronic
3562,Patrick Gamble,Pop
3563,Katherine Perkins,Electronic
3564,April Anderson,Pop
3568,Jessica Potts,Folk
3570,Mark James,Blues
3573,Michael Grant,Classical
3579,Bob Wu,Pop
3582,Karen Fletcher,Rock
3584,Amber Stone,Hip Hop
3586,Jacob Contreras,Metal
3591,David George,R&B
3594,James Reynolds,Classical
3596,Jason Sutton,Classical
3604,Luis Hawkins,Hip Hop
3606,Jeffrey Smith,Metal
3607,Michelle Brown,Jazz
3608,Linda Stone,Electronic
3610,William Davis,Rock
3618,Michael Ramirez,Jazz
3621,Kimberly Cook,Country
3625,Jason Gibbs,Metal
3628,Jocelyn Weber,Jazz
3632,Melissa Cooper,Classical
3639,Marcus Drake,R&B
3645,Helen Burns,Classical
3649,William Burton,Electronic
3656,Zachary Cobb,Blues
3660,Wendy Anderson,Classical
3670,Jason Manning,R&B
3672,Jonathan Shields,Blues
3677,Evelyn Dillon,Rock
3682,Jennifer Barker,Blues
3684,Monica Douglas,Rock
3689,Jackie Melton,Classical
3691,Jason Wade,Folk
3693,Doris Welch,Country
3694,John Jackson,Country
3695,Tammy Garcia,Jazz
3703,Willie Armstrong,Folk
3704,Riley Orozco,Folk
3707,Jeanette Kelly,Classical
3709,Andrew Smith,Metal
3711,Terry Flores,Pop
3713,Doris Berry,Country
3714,Jose Travis,Metal
3716,Gregory Burnett,Pop
3718,David Bernard,Metal
3722,Melissa Le,Jazz
3724,Matthew Clark,R&B
3725,Audrey Martin,Rock
3726,Lori Rodriguez,Folk
3727,Tracy Blake,Country
3728,Peggy Jackson,R&B
3730,Sheryl Pierce,Rock
3731,Brandy Newman,Classical
3734,Victoria Gonzalez,Reggae
3735,Matthew Jackson,Pop
3736,Stephanie Gilmore,Electronic
3737,Jeffrey Daniel,Jazz
3740,Candace Alvarez,Blues
3742,Justin Trevino,Classical
3744,Sean Medina,Hip Hop
3745,Sean Potts,Reggae
3747,Danielle Savage,Jazz
3752,Annette Santos,Pop
3758,Jamie Stein,Metal
3761,Christina Alvarado,Electronic
3764,Thomas Lopez,Jazz
3767,Phillip Lee,Folk
3773,James Wilson,Electronic
3774,Brittany Sanders,Country
3775,Michael Atkinson,Classical
3776,Roberto Vasquez,R&B
3782,Monique Ortega,Country
3783,Peggy Allen,Country
3787,Jonathan Beltran,Reggae
3788,William Scott,Jazz
3790,John Golden,Rock
3792,Maria Hill,Rock
3794,Tony Smith,Pop
3796,Rachel Wolf,Folk
3797,Tracy Ryan,Classical
3802,Amy Wilson,R&B
3810,Nathaniel Gregory,Folk
3813,Robin Brennan,Rock
3814,Nicole Armstrong,Electronic
3815,Steven Cole,Hip Hop
3817,Mark Campbell,Electronic
3822,Joseph Carson,Classical
3824,Emma Beasley,Rock
3829,Martha Mullins,Blues
3832,Erin Davis,Hip Hop
3835,Lindsey Ward,Rock
3838,Veronica Weaver,Country
3842,Natasha Garcia,Classical
3845,Jill Molina,Jazz
3846,Kayla Nicholson,R&B
3847,Brianna Lucas,Metal
3853,Stephen Franklin,Electronic
3859,Jessica Mccann,Hip Hop
3860,Stephen Gomez,Jazz
3862,Brenda Schultz,Reggae
3865,Charles Carey,Jazz
3868,Kenneth Hester,Electronic
3881,Mike Buckley,Folk
3884,Thomas Johnson,Reggae
3886,Kevin Yu,Reggae
3887,William Perry,Jazz
3888,Kirk Martinez,Hip Hop
3892,Sierra Wise,Classical
3894,Joseph Stevens,Rock
3900,Sierra Gentry,Electronic
3901,Tyrone Levy,Reggae
3903,Mark Stephens,Classical
3904,Raymond Singh,Country
3908,Carrie Cooper,Reggae
3912,David Mitchell,Metal
3916,Dominique Watkins,Hip Hop
3921,Julie Orozco,Folk
3934,Margaret Herrera,Metal
3936,Becky Phillips,Pop
3940,Tiffany Garner,Hip Hop
3941,Aimee Frye,Classical
3959,Eric Reid,Jazz
3967,Briana Moreno,Electronic
3968,Kimberly Jones,Hip Hop
3969,Caleb Hines,Pop
3981,Clinton Chen,R&B
3982,Cory West,Folk
3984,Alexandra Lee,Rock
3985,Kristopher Ross,Hip Hop
3988,Kevin Gray,Country
3989,Shelly Hill,Rock
3992,Laura Freeman,Electronic
3998,Brenda Perez,Metal
4002,Cory Owens,Rock
4003,Chad Torres,Rock
4007,Leah Day,Classical
4008,Linda Adams,Electronic
4011,Keith Barber,Reggae
4015,Alison Garcia,Blues
4016,Sandra Joseph,Classical
4019,Kimberly Brown,Pop
4026,Charles Cowan,R&B
4030,Thomas Rodriguez,Reggae
4031,Elizabeth Cain,R&B
4034,Olivia Clay,Folk
4041,Eileen Griffin,Folk
4044,Vincent Nash,Blues
4048,Theresa Morrison,Jazz
4050,Brittany Chase,Rock
4052,Matthew Graves,R&B
4054,Wendy Graves,R&B
4058,Cynthia Obrien,Rock
4065,Angela Blair,Hip Hop
4066,Amanda Mahoney,Classical
4069,Brian Kaiser,R&B
4071,James Barnes,Rock
4072,Stephen Miller,Rock
4073,Stephanie Peters,Hip Hop
4077,Traci Lewis,Metal
4079,Kyle Martin,Rock
4081,Patrick Blair,Metal
4089,Tammy Carter,R&B
4091,Lisa Shepherd,Country
4092,Erin Webb,Hip Hop
4093,Nathan Dorsey,Metal
4096,Michelle Marks,Jazz
4100,Nicole Lopez,Pop
4106,David Salinas,Folk
4116,Sara Wright,Folk
4121,John Bryant,Classical
4125,Sydney Hughes,Metal
4126,Todd Rodriguez,Country
4137,Aaron Foster,Folk
4139,Julie Holder,Country
4142,Shannon Spencer,Rock
4144,Allison Peterson,Electronic
4148,Monica Rodriguez,Folk
4150,Jeffery Shannon,Blues
4151,Nancy Gutierrez,Electronic
4152,Ebony Mendez,Reggae
4164,Cheryl Simmons,Electronic
4165,Brent Blankenship,Folk
4166,Robyn Bryant,Pop
4170,Karen Myers,Country
4173,Nicolas Rivera,Country
4174,John Floyd,Jazz
4181,Karen Owens,Folk
4183,Stephanie Russell,Electronic
4184,Brian Lopez,R&B
4197,Cory Jensen,Country
4204,Elizabeth Briggs,Metal
4212,Tina Reeves,Pop
4215,Lisa Douglas,Country
4219,Wendy Garcia,Reggae
4223,Meagan Woods,Country
4230,Patrick Townsend,Reggae
4231,Henry Russell,Classical
4235,Shane Hernandez,Electronic
4238,Cynthia Kelly,Classical
4243,Brenda Gonzales,Electronic
4251,Tina Gaines,Reggae
4252,Dillon Chen,Folk
4255,Michael Turner,Country
4259,Laura Fuentes,Electronic
4260,Marissa Gutierrez,Country
4261,Johnathan Peterson,Folk
4262,Dwayne Burke,Electronic
4265,Connor Salazar,Jazz
4267,Jesus Thompson,Reggae
4269,Veronica Wise,R&B
4272,Ashley Kim,Reggae
4279,Shelia Wilkinson,Rock
4284,Christine Gonzales,Jazz
4288,Kristine Hahn,R&B
4289,Veronica Morrison,Rock
4290,Carmen Cochran,Folk
4291,Michael Olson,Classical
4294,Cheryl Fitzgerald,Jazz
4295,Kara Ballard,Classical
4296,Sara Santos,Blues
4301,James Carlson,Pop
4302,Micheal Peters,R&B
4303,Luke Rubio,Rock
4304,David Weaver,Electronic
4310,John Huff,Blues
4311,Jason Harrison,Jazz
4315,Daniel Powell,R&B
4316,Brian Kelly,Metal
4318,Donna Gordon,Hip Hop
4331,Christopher Williams,Jazz
4332,Scott White,Folk
4334,Felicia Acosta,Rock
4335,Victoria Wade,R&B
4342,Annette Yates,Metal
4349,Ricky Alexander,Rock
4350,Nathaniel Coffey,Blues
4351,Nathan Allen,Electronic
4353,Paige Curtis,Country
4359,Jason Welch,Electronic
4360,Jesse Elliott,Metal
4364,Steven Williamson,Classical
4372,Cheryl Chang,R&B
4375,John Williams,Country
4377,Patricia Barnett,Jazz
4387,Lisa Quinn,Classical
4394,Jeffrey Mcmahon,Electronic
4395,Tonya Escobar,Jazz
4397,Julie Stewart,Country
4398,Marc Perez,Folk
4399,Lisa Waters,Electronic
4400,Theresa Jones,Electronic
4402,Kristy Flowers,R&B
4404,Dustin Smith,Country
4405,Dustin Bryant,Classical
4406,William Key,Pop
4411,Christopher Shaw,Country
4412,Ann Anderson,Metal
4417,Desiree Mccullough,Country
4423,Ryan Valenzuela,Hip Hop
4428,Michael Dickerson,Blues
4430,David Mayo,Pop
4431,Benjamin Gibson,Country
4433,Ryan Smith,Hip Hop
4435,Rebecca Kelley,Electronic
4441,Emily Phillips,Pop
4442,Kara Pitts,Blues
4447,Fred Chan,Classical
4448,Beth Smith,Metal
4450,Amy Nichols,Reggae
4454,Joshua Dougherty,Classical
4456,Mary Snyder,Rock
4457,Cody Stewart,Folk
4464,Tammy Carroll,Jazz
4465,Jason Estrada,Jazz
4466,Lisa Cole,Electronic
4471,Andrew Valentine,Metal
4473,Jody Hernandez,Jazz
4476,Brandon Webb,Electronic
4486,Mark Orozco,Electronic
4489,Cheryl Castro,Metal
4490,Courtney Morales,Jazz
4492,Teresa Barr,Folk
4497,Tyler Anderson,Pop
4498,Kevin Stewart,Jazz
4502,Jessica Pope,Electronic
4503,Lee Garcia,Hip Hop
4514,Heidi Hansen,R&B
4518,Jill Sanders,Classical
4525,Sabrina Crawford,Metal
4529,Lori Kirby,Jazz
4531,Alexis Riley,Rock
4532,Jeremiah Coleman,Country
4535,Denise Adams,Metal
4536,Michael Zuniga,Country
4539,Evan Marshall,Blues
4545,Michele Benton,Pop
4547,Alicia Green,Jazz
4548,Joy Peck,Metal
4549,Monique Taylor,Country
4553,Stacey Melton,R&B
4555,Shelby Leblanc,Rock
4559,Melanie Mann,Country
4564,Hannah Leonard,Folk
4567,Leonard Scott,Classical
4568,Karen Mcbride,Metal
4569,Samuel Bright,Hip Hop
4571,Laura Wilson,Pop
4572,Paul Burton,Hip Hop
4582,Jacob Hicks,R&B
4586,Jay Griffin,Jazz
4588,Linda Bennett,R&B
4591,Ann Cline,Metal
4592,Dorothy Love,Folk
4597,Pamela Garcia,Metal
4598,Meredith Martin,Folk
4601,Denise Spence,Folk
4602,Ryan Tate,Blues
4603,Alvin Mcintosh,Metal
4604,Cody Jones,Reggae
4614,Daniel Gray,Folk
4617,Patty Juarez,Jazz
4620,John Stewart,Hip Hop
4625,Tracey Moore,Pop
4631,Kristin Bailey,Reggae
4637,Paul Pacheco,Rock
4638,Cindy Moody,Classical
4640,Miranda Montes,Folk
4641,Natalie Olson,Electronic
4642,Benjamin Jenkins,Folk
4646,Patricia Schmidt,Electronic
4649,David Brandt,R&B
4663,Carlos Bass,Hip Hop
4665,Sophia Bray,Pop
4671,Carrie Foster,Electronic
4677,Nichole Kelly,Hip Hop
4687,Jennifer Lopez,Jazz
4689,Stephen Hunt,Electronic
4690,Nicole Cook,R&B
4691,Alyssa Smith,Classical
4696,Denise Wallace,Folk
4701,Sharon Scott,Blues
4707,Kelli Perkins,Blues
4712,Billy Gilbert,Rock
4713,Natalie Donovan,Metal
4715,Craig Sanders,Country
4724,Martha White,Hip Hop
4730,Natalie Turner,Electronic
4733,Nancy Pacheco,Rock
4735,Stephen Jensen,Folk
4746,Kristin Smith,Metal
4749,Patricia Orozco,R&B
4752,Michelle Zavala,R&B
4755,Bobby Richard,Blues
4757,Lee Espinoza,Blues
4775,Michael Thomas,Blues
4784,Melissa Reyes,Blues
4791,Jimmy Chen,Rock
4794,Robert Riley,Jazz
4795,Dennis Armstrong,Metal
4803,Daniel Byrd,Hip Hop
4805,Travis Robinson,Folk
4815,Kelly Hartman,Metal
4817,Jessica Salazar,Rock
4819,Melissa Perry,Blues
4820,Alice Romero,Country
4821,Robert Green,Metal
4822,Andrew Livingston,Blues
4823,Kimberly Collins,R&B
4824,Travis Howe,Jazz
4826,Martha Stephens,Country
4827,Antonio Spencer,Rock
4829,Brandon Marshall,Rock
4831,David Bell,Pop
4834,James Hardy,Metal
4838,Chloe Powell,Blues
4840,Sierra Miller,Folk
4841,Laura Roach,Country
4850,Nicole Guerra,Hip Hop
4852,Angela Alexander,Jazz
4853,Ryan Miller,Blues
4857,Monica Diaz,Pop
4862,Ashley Wilson,Rock
4864,Kenneth Riggs,Classical
4872,Wendy Parker,Folk
4874,Rachel Serrano,Country
4875,Juan White,R&B
4878,Heather Caldwell,Reggae
4880,Anthony Cowan,Hip Hop
4882,Daniel Jimenez,Metal
4890,Jason Keller,Country
4894,Paul Vasquez,Blues
4896,Danielle Guzman,Hip Hop
4899,Michael Thomas,Metal
4902,Barbara Brown,Rock
4903,John Weaver,Hip Hop
4905,Jill Lyons,R&B
4906,Joshua Fernandez,R&B
4907,Sarah Nguyen,Rock
4909,Franklin Brooks,Country
4910,Nancy Anderson,Reggae
4914,Janet Grant,R&B
4919,Robert Good,Jazz
4930,Sarah Tran,Country
4932,Carrie Walker,Rock
4937,Jason Perez,Electronic
4938,Andrew Day,Blues
4940,Natalie Novak,Jazz
4948,Tyler Stephens,Country
4950,Teresa Gonzalez,Blues
4951,Laura Alexander,Hip Hop
4956,Olivia Watson,Reggae
4957,Christopher Wilson,Pop
4959,Timothy Butler,R&B
4962,Lindsey Mcdonald,Country
4970,Nancy Pratt,Rock
4972,Brian Cox,Jazz
4979,Timothy Bennett,Country
4980,Pamela Snyder,R&B
4981,Rachel Brown,Hip Hop
4983,Jacob Bell,Metal
4985,Kristi Mason,Blues
4996,Tracy Jensen,Folk
4999,Randy Lee,Country
5002,Steven Weaver,Hip Hop
5008,Mary Hunt,Pop
5010,Mary Daniels,Pop
5015,Robert Key,Blues
5021,Luis Fisher,Hip Hop
5022,Melanie Cohen,Jazz
5026,Lisa Gutierrez,R&B
5028,Janice Juarez,Pop
5029,Ashley Reese,Metal
5033,Phillip Reynolds,R&B
5042,Matthew Allen,Reggae
5043,Jennifer Castro,Country
5044,Edward Duncan,Hip Hop
5054,Nancy Peterson,Pop
5055,Stacie Moyer,Pop
5064,Connie Howell,Rock
5067,Rodney Stark,Pop
5073,Colleen Russell,Rock
5074,Allison Davis,Pop
5078,Debra Lawrence,Hip Hop
5087,Charles Rodriguez,Rock
5088,Gary Smith,Rock
5091,John Bell,Electronic
5092,Catherine Figueroa,Pop
5093,Amanda Davis,Rock
5099,Amy Wilson,Country
5100,Gabrielle Gallegos,Jazz
5102,Heather Rodriguez,Hip Hop
5103,Austin West,Hip Hop
5104,Harry Reyes,Country
5111,Michael Mack,Electronic
5114,Caleb Sweeney,Folk
5116,Olivia Thompson,Blues
5117,Edward Smith,Blues
5119,Penny Vega,Reggae
5122,Zachary Robinson,Metal
5128,Rachel Ray,Rock
5130,Danielle Campbell,Folk
5131,Scott Khan,Hip Hop
5132,Jennifer Brady,Pop
5136,Renee Jacobson,Reggae
5138,Amber Stark,Country
5139,Sally Landry,Rock
5141,Leslie Cole,R&B
5145,Ronald Thomas,Metal
5146,Patricia Contreras,Pop
5150,Norman Hughes,Blues
5152,Traci Martin,Reggae
5153,Matthew Klein,Folk
5157,Stephanie Anderson,Pop
5161,Stephanie West,Metal
5162,Noah Coleman,Hip Hop
5166,Daniel Mcgrath,Classical
5168,Jane Miller,Metal
5178,Karen Weber,Country
5179,Adam Santana,Metal
5180,Teresa Zimmerman,Reggae
5182,Robin Banks,Classical
5186,John Wright,Rock
5192,Elizabeth Johnson,Folk
5195,Jose Anderson,Classical
5197,Amanda Sherman,Reggae
5200,Rebecca Franco,Blues
5203,Calvin Vasquez,Classical
5207,Trevor Ellison,Metal
5214,Kyle Ward,Classical
5215,Gail Smith,Pop
5217,Lisa Burke,Country
5221,Gloria Johnson,Classical
5223,Jennifer Dunn,Reggae
5225,George Lawrence,R&B
5226,Kevin Dean,Pop
5238,Dustin Herrera,Classical
5239,Ashley Ellis,Hip Hop
5241,Nathan Abbott,R&B
5250,Yolanda Fisher,Classical
5254,Margaret Johnson,Hip Hop
5261,Timothy Zhang,Pop
5262,Brandy Stevenson,Electronic
5266,Tiffany Warner,Folk
5267,Jacqueline Smith,Rock
5271,Christopher Cooley,Classical
5274,Jeffrey Quinn,Folk
5278,Carl Martin,Blues
5283,Julia Duran,R&B
5284,Brian Hobbs,Rock
5285,Corey Hodges,Classical
5287,Abigail Mcdaniel,Rock
5288,Paula Moreno,Rock
5289,Erin Thomas,Rock
5290,Nicholas Molina,Blues
5291,Robert Gillespie,Pop
5292,Joseph Hernandez,Folk
5293,Meagan Tyler,Classical
5295,Rodney Bernard,Rock
5297,George Mendez,Reggae
5301,Anita Vasquez,Electronic
5316,Sylvia Avila,Blues
5317,Sarah West,Rock
5322,Nicholas Strong,Folk
5324,Kimberly Brock,Reggae
5329,Jeffery Kennedy,Folk
5331,Abigail Thomas,Metal
5332,John Hernandez,Electronic
5334,Emma Simmons,Rock
5335,Amber Robinson,Rock
5344,Stacey Oneal,Reggae
5352,Kim Pollard,Country
5356,Thomas Robinson,Metal
5359,Anthony Jackson,Hip Hop
5360,Andre Herrera,Electronic
5362,Samuel Roberts,Metal
5366,Sara Johnson,Hip Hop
5367,Austin Lang,Reggae
5373,Brian Dunn,Metal
5379,Crystal Ramirez,R&B
5380,Angela Ryan,Metal
5382,Alexandra Fisher,Rock
5383,Rhonda Richardson,Jazz
5387,Summer Strong,Folk
5389,Steve Becker,Reggae
5391,Chad Castillo,Pop
5400,James Gibson,Electronic
5406,Mitchell Gonzales,Rock
5407,Donna Rodgers,Jazz
5408,Billy Hamilton,Hip Hop
5413,Suzanne Garza,Folk
5414,Alison Woodward,Hip Hop
5416,Matthew Baker,Blues
5421,Kristy Morales,Classical
5432,Jacob Snyder,Jazz
5434,Laura Nichols,Country
5441,Devon Campbell,Hip Hop
5444,Richard Benitez,Blues
5447,Ashley Haynes,Folk
5453,Tiffany Mack,Country
5455,Jesse Wallace,Hip Hop
5456,Ronald Mckay,Classical
5460,Sarah Nguyen,Metal
5467,John Gray,Electronic
5470,Christopher Owens,R&B
5477,Philip Bishop,Hip Hop
5478,Sherry Harrison,Jazz
5479,Julie Flores,Jazz
5480,Michelle Woodard,Country
5481,Leonard Pittman,Pop
5485,Michael Mayer,Folk
5491,Luis Walsh,Reggae
5493,David Leonard,Classical
5494,Sarah Garrison,Classical
5499,Matthew Collins,Rock
5504,Brittany Sutton,Folk
5510,Dorothy Guzman,Reggae
5513,Courtney Wright,Blues
5520,Jessica Paul,Electronic
5521,James Collins,R&B
5527,Lisa Sanders,Folk
5532,William Odonnell,Rock
5536,Calvin Williams,Pop
5539,Paul Gonzalez,Rock
5542,Chris Lopez,Folk
5543,Kristin Cordova,Rock
5555,Edward Fletcher,Metal
5559,Sonya Bryan,Blues
5566,Destiny Espinoza,Classical
5573,Denise Skinner,Pop
5574,Erica Matthews,Metal
5583,Steven Carrillo,Metal
5587,Rita Marshall,Reggae
5589,Teresa Lyons,Jazz
5590,Jeffrey Marks,Pop
5593,Rachael Patterson,Pop
5594,Jill Ellis,R&B
5596,Jennifer Ayala,R&B
5599,Elizabeth Petty,Blues
5601,Amanda Carey,Jazz
5603,Misty Phillips,Country
5606,Tammy Nelson,Classical
5607,Heather Kennedy,Hip Hop
5609,Thomas Hamilton,Folk
5610,John Carter,Reggae
5611,Adam Bryant,Electronic
5619,Daniel Black,Blues
5621,Kelly Molina,Hip Hop
5624,Daniel Foster,R&B
5627,Adam Alvarado,Blues
5634,Margaret Russell,Blues
5638,Kenneth Pugh,Pop
5639,Carla Cooper,Rock
5641,Adrian Barker,Country
5644,James Oneill,Country
5648,John Washington,Jazz
5655,Andrew Jacobs,Rock
5656,Anna Clayton,Blues
5657,Joshua Taylor,Metal
5658,Daniel Hawkins,Metal
5663,Kimberly Lee,Metal
5667,Scott Contreras,Pop
5668,Melanie Mcguire,Jazz
5674,Timothy Stephens,Reggae
5679,Robert Sullivan,Electronic
5680,Diane Hammond,Country
5682,Makayla Rodriguez,Country
5683,Troy Myers,Electronic
5688,Robert Blanchard,Rock
5689,Sue Hale,Electronic
5695,Lindsay Reed,Electronic
5699,Christine Vargas,Folk
5703,Brooke Gonzalez,Classical
5705,Alexis Gross,Blues
5711,Jasmine Roberts,Classical
5722,Brittney Harris,Classical
5725,Cory Miller,Pop
5726,Nicholas Parrish,Hip Hop
5732,Laura Williams,Jazz
5735,Daniel Mcclure,Hip Hop
5737,Jennifer Henderson,Country
5740,Donna Franklin,R&B
5743,Isaiah Ballard,Hip Hop
5747,Nicole Kelly,Pop
5748,Jimmy Vasquez,Country
5749,Angela Bowers,Country
5750,Joshua Miller,Pop
5751,Christopher Moore,Electronic
5752,Krystal West,Rock
5755,Audrey Carr,Jazz
5757,Mikayla Ali,Jazz
5761,Kyle Knight,Metal
5771,Willie Vaughan,Pop
5777,Joseph Cox,Classical
5780,Rachel Harris,Folk
5782,Gabrielle Myers,Reggae
5784,Michael Cannon,Country
5786,David Reynolds,Blues
5787,Grace Gonzalez,Reggae
5788,Julie Smith,Classical
5790,Terri Fisher,Classical
5791,Marvin Houston,Jazz
5794,Corey Brady,Metal
5800,Janice Nichols,Metal
5801,Joseph Carter,Hip Hop
5804,Veronica Welch,R&B
5805,Robert Garcia,Metal
5807,Ashley Hernandez,Hip Hop
5808,Donna Sherman,Jazz
5809,Curtis Smith,R&B
5812,Elizabeth Lowe,Classical
5817,Connie Mitchell,Hip Hop
5825,Christopher Powell,Classical
5829,Stephanie Mclaughlin,Rock
5842,Derrick Cohen,Folk
5849,Nicholas Miller,Hip Hop
5852,Patricia Morgan,Electronic
5853,Timothy Owens,Reggae
5856,Megan Henderson,Blues
5863,Christy Wright,Pop
5867,Michael Santiago,Classical
5869,Jennifer Thompson,Metal
5870,Brianna Coleman,Hip Hop
5878,Rose Rice,Pop
5879,Daniel Ellis,Metal
5886,Wayne Boyd,Reggae
5889,Kenneth Reyes,Metal
5891,Samantha Hester,Hip Hop
5895,Eileen Harrison,Electronic
5900,Ashley Murphy,Blues
5902,Tammie Nunez,Hip Hop
5907,Warren Tyler,Electronic
5910,Mark Gallagher,Country
5912,Rachael Watts,Blues
5914,Kenneth Harris,Classical
5924,Sandra Castro,Country
5925,Elizabeth Duran,Classical
5929,Lisa Sexton,R&B
5934,Christopher Scott,Country
5937,Amy Campbell,Electronic
5949,John Stark,Rock
5951,Brian Hernandez,R&B
5955,Katherine Schaefer,Classical
5956,Renee Bullock,Folk
5961,Timothy Smith,Metal
5962,Heather Cardenas,Country
5963,Clayton Ingram,Folk
5964,Kari Decker,Classical
5965,Devin Graham,Blues
5966,David Harrison,Rock
5968,Alyssa Stone,Electronic
5971,Justin Robinson,Rock
5973,Patrick Chavez,Metal
5974,Connor Nguyen,Metal
5977,Maxwell Bridges,Classical
5978,Sylvia Campbell,Pop
5985,David Frazier,R&B
5991,Jennifer Lewis,Folk
5994,Marilyn Watts,Classical
5998,Dawn Hall,Country
6000,Tricia Anderson,Blues
6001,Christine Taylor,R&B
6003,Natalie Moreno,Hip Hop
6006,Christian Hughes,Country
